time_open_sec,time_close_sec,open,high,low,close,tick_volume,spread,real_volume,dow
1759356300,1759356600,3864.88000000,3865.37000000,3863.30000000,3865.22000000,1550,18,0,3
1759356600,1759356900,3865.23000000,3865.98000000,3864.52000000,3865.83000000,1454,18,0,3
1759356900,1759357200,3865.81000000,3866.63000000,3864.09000000,3865.05000000,1501,18,0,3
1759357200,1759357500,3865.05000000,3865.30000000,3863.65000000,3864.94000000,1505,18,0,3
1759357500,1759357800,3864.93000000,3865.60000000,3863.60000000,3864.73000000,1504,18,0,3
1759357800,1759358100,3864.72000000,3865.25000000,3864.20000000,3864.74000000,1032,18,0,3
1759358100,1759358400,3864.73000000,3866.06000000,3864.20000000,3865.40000000,1246,18,0,3
1759358400,1759358700,3865.41000000,3869.21000000,3864.42000000,3869.18000000,1717,18,0,3
1759358700,1759359000,3869.15000000,3870.55000000,3868.26000000,3870.51000000,1595,18,0,3
1759359000,1759359300,3870.50000000,3870.99000000,3867.77000000,3868.53000000,1684,18,0,3
1759359300,1759359600,3868.49000000,3868.72000000,3866.27000000,3867.83000000,1758,18,0,3
1759359600,1759359900,3867.83000000,3867.83000000,3864.01000000,3864.91000000,1113,18,0,3
1759359900,1759360200,3864.94000000,3864.94000000,3860.28000000,3861.27000000,1430,18,0,3
1759360200,1759360500,3861.28000000,3863.46000000,3861.28000000,3862.34000000,986,18,0,3
1759360500,1759360800,3862.33000000,3863.11000000,3861.41000000,3862.40000000,650,18,0,3
1759360800,1759361100,3862.42000000,3862.65000000,3860.82000000,3862.34000000,730,18,0,3
1759361100,1759361400,3862.34000000,3863.59000000,3861.53000000,3863.41000000,835,18,0,3
1759361400,1759361700,3863.41000000,3865.07000000,3862.85000000,3865.03000000,646,18,0,3
1759361700,1759362000,3865.01000000,3865.08000000,3863.53000000,3864.55000000,493,18,0,3
1759362000,1759362300,3864.57000000,3864.59000000,3863.48000000,3863.54000000,657,18,0,3
1759362300,1759362600,3863.54000000,3864.42000000,3863.18000000,3863.44000000,651,18,0,3
1759362600,1759362900,3863.39000000,3865.06000000,3863.15000000,3863.90000000,732,18,0,3
1759362900,1759363200,3863.90000000,3864.54000000,3863.46000000,3864.54000000,381,18,0,3
1759366800,1759367100,3865.51000000,3870.43000000,3861.68000000,3864.54000000,1013,18,0,4
1759367100,1759367400,3864.56000000,3865.80000000,3861.23000000,3861.29000000,845,18,0,4
1759367400,1759367700,3861.26000000,3863.28000000,3861.25000000,3862.95000000,643,18,0,4
1759367700,1759368000,3862.95000000,3863.40000000,3861.17000000,3861.18000000,548,18,0,4
1759368000,1759368300,3861.18000000,3861.24000000,3858.64000000,3860.13000000,857,18,0,4
1759368300,1759368600,3860.13000000,3860.94000000,3859.68000000,3860.10000000,672,18,0,4
1759368600,1759368900,3860.06000000,3861.54000000,3859.16000000,3861.20000000,801,18,0,4
1759368900,1759369200,3861.27000000,3861.71000000,3860.25000000,3861.48000000,618,18,0,4
1759369200,1759369500,3861.52000000,3862.73000000,3861.32000000,3862.67000000,607,18,0,4
1759369500,1759369800,3862.70000000,3863.98000000,3862.57000000,3862.87000000,574,18,0,4
1759369800,1759370100,3862.87000000,3863.12000000,3861.61000000,3861.84000000,483,18,0,4
1759370100,1759370400,3861.85000000,3862.51000000,3861.66000000,3862.07000000,328,18,0,4
